8,43,-4.730121,4.526667
9,43,-4.288417,4.439794
0,44,-4.510200,4.103070
1,44,-4.651228,4.343175
2,44,-4.637815,4.694956
3,44,-3.998191,4.436692
4,44,-4.465015,4.529578
5,44,-4.137761,4.711657
6,44,-4.302715,4.037011
7,44,-4.780007,4.191304
8,44,-4.730059,4.524903
9,44,-4.287111,4.441320
0,45,-4.509321,4.101965
1,45,-4.649887,4.340787
2,45,-4.636567,4.694667
3,45,-3.997305,4.435482
4,45,-4.464124,4.529671
5,45,-4.137218,4.713056
6,45,-4.301521,4.036103
7,45,-4.780801,4.189756
8,45,-4.729995,4.523195
9,45,-4.285865,4.442718
0,46,-4.508441,4.100860
1,46,-4.648587,4.338485
2,46,-4.635300,4.694373
3,46,-3.996418,4.434272
4,46,-4.463179,4.529766
5,46,-4.136651,4.714444
6,46,-4.300329,4.035192
7,46,-4.781545,4.188266
8,46,-4.729927,4.521529
9,46,-4.284672,4.444006
0,47,-4.507558,4.099754
1,47,-4.647322,4.336260
2,47,-4.634012,4.694071
3,47,-3.995528,4.433064
4,47,-4.462183,4.529860
5,47,-4.136058,4.715822
6,47,-4.299138,4.034282
7,47,-4.782249,4.186820
8,47,-4.729855,4.519893
9,47,-4.283525,4.445203
0,48,-4.506674,4.098648
1,48,-4.646088,4.334104
2,48,-4.632701,4.693760
3,48,-3.994638,4.431857
4,48,-4.461138,4.529952
5,48,-4.135440,4.717189
6,48,-4.297947,4.033369
7,48,-4.782919,4.185405
8,48,-4.729779,4.518281
9,48,-4.282414,4.446327
0,49,-4.505788,4.097540
1,49,-4.644878,4.332006
2,49,-4.631370,4.693442
3,49,-3.993747,4.430651
4,49,-4.460047,4.530042
5,49,-4.134798,4.718544
6,49,-4.296757,4.032455
7,49,-4.783560,4.184012
8,49,-4.729697,4.516686
9,49,-4.281327,4.447392
0,50,-4.504900,4.096432
1,50,-4.643692,4.329962
2,50,-4.630021,4.693115
3,50,-3.992853,4.429446
4,50,-4.458912,4.530129
5,50,-4.134132,4.719889
6,50,-4.295568,4.031540
7,50,-4.784177,4.182631
8,50,-4.729609,4.515107
9,50,-4.280240,4.448428
0,51,-4.504009,4.095324
1,51,-4.642523,4.327966
