MAP,70,-28,31,1
MAP,70,-30,29,1
MAP,70,-23,29,-1
MAP,70,-32,26,2
MAP,70,-29,28,1
MAP,70,-33,29,2
MAP,70,-35,32,2
MAP,70,-32,33,2
MAP,70,-29,35,2
MAP,70,-25,26,2
MAP,70,-28,25,2
MAP,70,-31,30,1
MAP,70,-26,29,1
MAP,70,-25,33,2
MAP,70,-28,32,1
MAP,70,-24,30,1
MAP,70,-32,34,2
MAP,70,-35,33,2
MAP,70,-32,27,2
MAP,70,-34,30,2
MAP,70,-28,33,2
MAP,70,-28,26,2
MAP,70,-27,30,1
MAP,70,-31,31,1
MAP,70,-25,34,2
MAP,70,-29,29,1
MAP,70,-24,31,1
MAP,70,-32,35,2
MAP,70,-31,25,2
MAP,70,-31,32,2
MAP,70,-34,31,2
MAP,70,-25,28,-1
MAP,70,-28,27,2
MAP,70,-35,27,2
MAP,70,-28,34,2
MAP,70,-32,28,1
MAP,70,-25,35,2
MAP,70,-24,32,2
MAP,70,-27,31,1
MAP,80,-31,33,2
MAP,80,-31,26,2
MAP,80,-34,32,2
MAP,80,-28,28,1
MAP,80,-28,35,2
MAP,80,-32,29,1
MAP,80,-27,25,2
MAP,80,-35,28,2
MAP,80,-27,32,2
MAP,80,-25,29,2
MAP,80,-24,33,2
MAP,80,-30,30,1
MAP,80,-23,30,1
MAP,80,-31,34,2
MAP,80,-31,27,2
MAP,80,-33,30,2
MAP,80,-35,29,2
MAP,80,-27,26,2
MAP,80,-30,31,1
MAP,80,-28,29,1
MAP,80,-26,30,1
MAP,80,-24,34,2
MAP,80,-23,31,-1
MAP,80,-34,33,2
MAP,80,-31,35,2
MAP,80,-33,31,2
MAP,80,-30,32,2
MAP,80,-30,25,2
MAP,80,-27,27,2
MAP,80,-26,31,1
MAP,80,-24,35,2
MAP,80,-29,30,1
MAP,80,-34,27,2
MAP,80,-31,28,1
MAP,80,-27,34,2
MAP,80,-23,32,1
MAP,80,-33,32,2
MAP,80,-30,26,2
MAP,80,-30,33,2
MAP,80,-34,28,2
MAP,80,-33,25,2
MAP,80,-26,25,2
MAP,80,-27,28,1
MAP,80,-23,33,2
MAP,80,-29,31,1
MAP,80,-24,29,-1
MAP,80,-22,30,-1
MAP,80,-31,29,1
MAP,80,-27,35,2
MAP,80,-26,32,1
MAP,80,-30,27,2
MAP,80,-33,26,2
MAP,80,-30,34,2
MAP,80,-29,25,2
MAP,80,-34,29,2
MAP,80,-27,29,1
MAP,80,-26,26,2
MAP,80,-26,33,-1
MAP,80,-23,34,2
MAP,80,-32,30,1
